"id","site","genera","sex","mass_log","age","taken_blood","tested_tissue5s","tested_tissue16s","path_presence","hel_presence","hel_load","hel_rich","tic_presence","tic_load","tic_rich","path_rich","macro_load","site_area_log","site_path_rich","site_vert_rich","site_rod_shan","site_pred_shan","site_qil_18","hel_load_log","tic_load_log","date","species","overall_infection"
"2326","WDLP","PERO","F",1.643452676,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.6210434,-0.94042686,-0.4826055,0.2718674,0.4682497,0.8098128,NA,0,"4/8/18","PECA","Negative"
"2332","JSCP","PERO","M",1.380211242,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,0,"4/9/18","PETR","Negative"
"2335","JSCP","NEFU","F",2.522444234,"A",NA,0,0,0,1,3,1,0,0,0,1,3,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,1.38629436111989,0,"4/9/18","NEFU","Negative"
"2349","WP","NEFU","F",2.336459734,"A",0,0,NA,0,0,0,0,1,1,1,1,1,-2.067145,-1.41983012,1.5102113,0.71072504,0.7281536,-0.93062244,0,0.693147180559945,"5/7/18","NEFU","Negative"
"2352/2353","WDLP","NEFU","F",2.376576957,"A",NA,0,NA,0,0,0,0,1,2,1,1,2,-0.6210434,-0.94042686,-0.4826055,0.2718674,0.4682497,0.8098128,0,1.09861228866811,"4/8/18","NEFU","Negative"
"2358","CCSP","NEFU","F",2.449478399,"A",0,0,NA,0,1,16,1,1,16,1,2,32,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,2.83321334405622,2.83321334405622,"4/19/18","NEFU","Negative"
"2365","JSCP","PERO","M",1.380211242,"A",0,0,0,0,NA,NA,NA,1,1,1,1,1,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,0.693147180559945,"4/9/18","PETR","Negative"
"2370","WDLP","PERO","M",1.653212514,"A",NA,0,NA,0,0,0,0,0,0,0,0,0,-0.6210434,-0.94042686,-0.4826055,0.2718674,0.4682497,0.8098128,0,0,"4/8/18","PECA","Negative"
"2378","JSCP","PERO","M",1.414973348,"A",1,0,0,1,NA,NA,NA,0,0,0,1,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,0,"4/9/18","PETR","BARF"
"2385","JSCP","PERO","M",1.397940009,"A",0,0,0,0,NA,NA,NA,1,2,1,1,2,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,1.09861228866811,"4/9/18","PETR","Negative"
"2386","JSCP","PERO","F",1.491361694,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,0,"4/9/18","PETR","Negative"
"2387","JSCP","PERO","M",1.447158031,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,0,"4/9/18","PETR","Negative"
"2388","JSCP","NEFU","F",2.447158031,"A",0,1,1,1,0,0,0,0,0,0,1,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,0,0,"4/9/18","NEFU","BBSL"
"2391","JSCP","PERO","F",1.531478917,"A",NA,0,0,0,NA,NA,NA,1,2,1,1,2,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,1.09861228866811,"4/9/18","PETR","Negative"
"2393","JSCP","NEFU","M",2.615950052,"A",0,1,1,1,0,0,0,0,0,0,1,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,0,0,"4/9/18","NEFU","BBSL"
"2396","JSCP","PERO","F",1.447158031,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,0,"4/9/18","PETR","Negative"
"2801","HOS","PERO","F",1.498310554,"A",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531,"4/30/18","PETR","Negative"
"2817","HOS","NEFU","F",2.389166084,"A",0,1,0,1,1,8,1,0,0,0,2,8,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.19722457733622,0,"4/30/18","NEFU","BBSL"
"2826","HOS","NEFU","F",2.352182518,"A",0,1,0,1,1,10,1,1,3,1,3,13,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.39789527279837,1.38629436111989,"4/30/18","NEFU","BBSL"
"2829","HOS","NEFU","F",2.475671188,"A",NA,1,0,1,NA,NA,NA,1,7,1,2,7,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.07944154167984,"4/30/18","NEFU","BBSL"
"2831","HOS","NEFU","M",2.568201724,"A",0,1,0,1,1,6,1,1,12,1,3,18,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.94591014905531,2.56494935746154,"4/30/18","NEFU","BBSL"
"2833","JSCP","NEFU","F",2.45331834,"A",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1.103821,0.49778295,-1.6782956,-1.52744892,-1.7291196,-0.87315524,NA,0,"4/9/18","NEFU","NA"
"2836","HOS","NEFU","M",2.580354661,"A",NA,1,0,1,NA,NA,NA,1,9,2,3,9,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.30258509299405,"4/30/18","NEFU","BBSL"
"2841","TUP","NEFU","M",2.361727836,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0,"4/15/18","NEFU","Negative"
"2844","TUP","NEFU","F",2.371067862,"A",NA,0,NA,0,1,1,1,0,0,0,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,0.693147180559945,0,"4/15/18","NEFU","Negative"
"2845","TUP","NEFU","F",2.387923467,"A",NA,0,NA,0,NA,NA,NA,1,2,1,1,2,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,1.09861228866811,"4/15/18","NEFU","Negative"
"2856","CCSP","NEFU","F",2.44870632,"A",0,0,0,0,NA,NA,NA,1,4,1,1,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.6094379124341,"4/27/18","NEFU","Negative"
"2873","LFY","NEFU","F",2.403120521,"A",NA,0,NA,0,1,2,1,0,0,0,1,2,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,1.09861228866811,0,"4/23/18","NEFU","Negative"
"2880","TUP","PERO","M",1.33243846,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0.693147180559945,"4/15/18","PEMA","Negative"
"2882","TUP","PERO","M",1.33243846,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0,"4/15/18","PEMA","Negative"
"2884","TUP","PERO","M",1.318063335,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0,"4/15/18","PEMA","Negative"
"2898","TUP","PERO","M",1.342422681,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0.693147180559945,"4/15/18","PEMA","Negative"
"3066","TUP","NEFU","F",2.396199347,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0,"4/15/18","NEFU","Negative"
"3201","CCSP","NEFU","M",2.45484486,"A",0,1,NA,1,NA,NA,NA,1,9,1,2,9,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,2.30258509299405,"4/19/18","NEFU","BB"
"3202","CCSP","PERO","M",1.371067862,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,"4/19/18","PETR","Negative"
"3203","CCSP","NEFU","M",2.383815366,"A",0,0,NA,0,0,0,0,1,9,1,1,9,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,2.30258509299405,"4/19/18","NEFU","Negative"
"3204","CCSP","PERO","M",1.209515015,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/19/18","PEMA","Negative"
"3205","CCSP","NEFU","F",2.294466226,"A",0,0,NA,0,NA,NA,NA,1,14,1,1,14,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,2.70805020110221,"4/19/18","NEFU","Negative"
"3206","CCSP","NEFU","M",2.527629901,"A",0,0,NA,0,1,13,1,1,5,1,2,18,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,2.63905732961526,1.79175946922805,"4/19/18","NEFU","Negative"
"3207","CCSP","PERO","F",1.309630167,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,"4/19/18","PEMA","Negative"
"3208","CCSP","NEFU","F",2.075546961,"J",0,0,NA,0,0,0,0,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,1.09861228866811,"4/19/18","NEFU","Negative"
"3209","CCSP","NEFU","F",2.371067862,"A",0,0,NA,0,1,70,1,1,25,1,2,95,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,4.26267987704132,3.25809653802148,"4/19/18","NEFU","Negative"
"3210","CCSP","NEFU","M",2.127104798,"A",0,0,NA,0,NA,NA,NA,1,23,1,1,23,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,3.17805383034795,"4/19/18","NEFU","Negative"
"3212","LFY","PERO","F",1.278753601,"J",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0.693147180559945,"4/23/18","PETR","Negative"
"3213","LFY","PERO","M",1.113943352,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"3214","SLRP","PERO","M",1.378397901,"A",NA,0,0,0,0,0,0,0,0,0,0,0,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0,"4/27/18","PETR","Negative"
"3215","SLRP","PERO","F",1.477121255,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/27/18","PETR","Negative"
"3216","HOS","PERO","M",1.44870632,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,"4/30/18","PETR","Negative"
"3218","SLRP","PERO","F",1.315970345,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/27/18","PETR","Negative"
"3219","SLRP","PERO","F",1.176091259,"J",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/27/18","PETR","Negative"
"3221","LFY","PERO","F",1.123851641,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"3223","SLRP","PERO","M",1.397940009,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/27/18","PETR","Negative"
"3225","HOS","NEFU","F",2.178976947,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,"4/30/18","NEFU","Negative"
"3226","WP","PERO","M",1.607455023,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-2.067145,-1.41983012,1.5102113,0.71072504,0.7281536,-0.93062244,NA,0,"5/7/18","PECA","Negative"
"3250","WP","PERO","F",1.672097858,"A",NA,0,NA,0,1,6,3,1,1,1,4,7,-2.067145,-1.41983012,1.5102113,0.71072504,0.7281536,-0.93062244,1.94591014905531,0.693147180559945,"5/7/18","PECA","Negative"
"3251","CCSP","PERO","F",1.301029996,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/19/18","PEMA","BBSL"
"3252","CCSP","NEFU","M",2.547774705,"A",0,0,NA,0,NA,NA,NA,1,17,1,1,17,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,2.89037175789616,"4/19/18","NEFU","Negative"
"3253","CCSP","PERO","F",1.290034611,"A",0,1,NA,1,0,0,0,0,0,0,1,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0,"4/19/18","PEMA","BB"
"3254","CCSP","PERO","F",1.267171728,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/19/18","PEMA","Negative"
"3255","CCSP","PERO","M",1.243038049,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,"4/19/18","PEMA","Negative"
"3256","CCSP","NEFU","F",2.2509077,"A",0,NA,NA,NA,1,1,1,1,3,1,2,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0.693147180559945,1.38629436111989,"4/19/18","NEFU","NA"
"3257","LFY","PERO","M",1.477121255,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"3258","SLRP","PERO","M",1.322219295,"A",1,0,0,1,0,0,0,0,0,0,1,0,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0,"4/27/18","PETR","BM"
"3259","CCSP","PERO","F",1.267171728,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,"4/19/18","PEMA","Negative"
"3260","LFY","PERO","F",1.371067862,"J",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"3261","SLRP","PERO","M",1.380211242,"A",1,0,0,1,NA,NA,NA,1,1,1,2,1,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,"4/27/18","PETR","BARF"
"3262","SLRP","PERO","F",1.204119983,"J",1,0,0,1,0,0,0,1,3,1,2,3,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,1.38629436111989,"4/27/18","PETR","BARF"
"3263","CCSP","NEFU","M",2.544068044,"A",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,"4/19/18","NEFU","NA"
"3264","LFY","PERO","M",1.322219295,"A",0,0,NA,0,NA,NA,NA,1,3,1,1,3,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,1.38629436111989,"4/23/18","PETR","Negative"
"3266","SLRP","PERO","M",1.33243846,"A",1,0,0,1,0,0,0,1,1,1,2,1,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0.693147180559945,"4/27/18","PETR","BARF"
"3267","HOS","PERO","M",1.431363764,"A",NA,0,0,0,NA,NA,NA,1,2,2,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,"4/30/18","PETR","Negative"
"3268","LFY","PERO","F",1.498310554,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"3269","LFY","PERO","M",1.45484486,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0.693147180559945,"4/23/18","PETR","Negative"
"3270","SLRP","PERO","M",1.414973348,"A",0,0,0,0,NA,NA,NA,1,2,2,2,2,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,"4/27/18","PETR","Negative"
"3272","CCSP","NEFU","M",2.495544338,"A",0,0,NA,0,0,0,0,1,19,1,1,19,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,2.99573227355399,"4/19/18","NEFU","Negative"
"3273","CCSP","NEFU","M",1.243038049,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,"4/19/18","PEMA","Negative"
"3274","SLRP","PERO","F",1.278753601,"A",0,0,0,0,NA,NA,NA,1,3,1,1,3,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.38629436111989,"4/27/18","PETR","Negative"
"3275","SLRP","PERO","F",1.352182518,"A",1,0,0,1,0,0,0,0,0,0,1,0,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0,"4/27/18","PETR","BARF"
"3276","LFY","NEFU","F",2.411619706,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0.693147180559945,"4/23/18","NEFU","Negative"
"3279","HOS","PERO","F",1.698970004,"A",0,0,0,0,NA,NA,NA,1,2,1,1,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,"4/30/18","PECA","Negative"
"3280","HOS","PERO","F",1.371067862,"A",1,0,0,1,0,0,0,1,2,1,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.09861228866811,"4/30/18","PETR","BARF"
"3281","HOS","NEFU","M",2.491361694,"A",NA,0,0,0,1,1,1,1,10,2,3,11,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0.693147180559945,2.39789527279837,"4/30/18","NEFU","Negative"
"3284","HOS","PERO","F",1.45484486,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,"4/30/18","PETR","Negative"
"3285","HOS","NEFU","F",2.437750563,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,"4/30/18","NEFU","Negative"
