"site","id","genera","sex","mass_log","age","taken_blood","tested_tissue5s","tested_tissue16s","path_presence","hel_presence","hel_load","hel_rich","tic_presence","tic_load","tic_rich","path_rich","macro_load","site_area_log","site_path_rich","site_vert_rich","site_rod_shan","site_pred_shan","site_qil_18","hel_load_log","tic_load_log"
"HOS","2831","NEFU","M",2.568201724,"A",0,1,0,1,1,6,1,1,12,1,3,18,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.94591014905531,2.56494935746154
"HOS","2836","NEFU","M",2.580354661,"A",NA,1,0,1,NA,NA,NA,1,9,2,3,9,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.30258509299405
"HOS","3216","PERO","M",1.44870632,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","3225","NEFU","F",2.178976947,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","3267","PERO","M",1.431363764,"A",NA,0,0,0,NA,NA,NA,1,2,2,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811
"HOS","3279","PERO","F",1.698970004,"A",0,0,0,0,NA,NA,NA,1,2,1,1,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811
"HOS","3280","PERO","F",1.371067862,"A",1,0,0,1,0,0,0,1,2,1,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.09861228866811
"HOS","3281","NEFU","M",2.491361694,"A",NA,0,0,0,1,1,1,1,10,2,3,11,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0.693147180559945,2.39789527279837
"HOS","3284","PERO","F",1.45484486,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","3285","NEFU","F",2.437750563,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","3288","NEFU","F",2.23299611,"A",NA,0,0,0,NA,NA,NA,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0.693147180559945
"HOS","3290","NEFU","M",2.243038049,"A",NA,0,0,0,NA,NA,NA,1,3,1,1,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.38629436111989
"HOS","3291","NEFU","M",2.146128036,"J",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531
"HOS","3294","PERO","M",1.322219295,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945
"HOS","3295","PERO","M",1.740362689,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945
"HOS","A25","NEFU","F",2.378397901,"A",0,1,1,1,1,3,1,1,2,1,3,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.38629436111989,1.09861228866811
"HOS","A321","PERO","M",NA,"A",0,0,0,0,0,0,0,1,5,1,1,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.79175946922805
"HOS","A323","PERO","M",1.423245874,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","A324","PERO","F",1.484299839,"A",NA,0,0,0,0,0,0,1,3,2,2,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.38629436111989
"HOS","A325","NEFU","F",2.181843588,"A",NA,0,0,0,0,0,0,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945
"HOS","A48","NEFU","M",2.01911629,"J",NA,0,0,0,NA,NA,NA,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0.693147180559945
"HOS","A49","PERO","M",1.469822016,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","A50","PERO","M",1.40654018,"A",NA,1,0,1,0,0,0,1,2,1,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.09861228866811
"HOS","A53","PERO","M",1.401400541,"A",0,1,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945
"HOS","A54","NEFU","F",2.499687083,"A",NA,1,0,1,0,0,0,1,11,1,2,11,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,2.484906649788
"HOS","A55","NEFU","M",2.049218023,"J",0,0,0,0,NA,NA,NA,1,5,1,1,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.79175946922805
"HOS","A56","NEFU","M",2.491361694,"A",NA,1,1,1,1,5,1,1,2,1,3,7,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.79175946922805,1.09861228866811
"HOS","A57","PERO","M",1.439332694,"A",NA,0,0,0,NA,NA,NA,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0.693147180559945
"HOS","A571","PERO","F",1.414973348,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","A573","NEFU","F",2.334453751,"A",NA,0,0,0,0,0,0,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945
"HOS","A574","PERO","M",1.609594409,"A",1,0,0,1,1,3,1,1,1,1,3,4,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.38629436111989,0.693147180559945
"HOS","A58","PERO","M",1.67669361,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","A64","PERO","M",1.419955748,"A",NA,0,1,1,0,0,0,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945
"HOS","A65","PERO","M",1.392696953,"A",NA,0,0,0,0,0,0,1,5,1,1,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.79175946922805
"HOS","A66","NEFU","F",2.328379603,"A",NA,1,NA,1,0,0,0,0,0,0,1,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0
"HOS","A67","NEFU","M",2.149219113,"J",NA,0,0,0,NA,NA,NA,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0.693147180559945
"HOS","A68","NEFU","M",2.586587305,"A",NA,0,1,1,0,0,0,1,10,1,1,10,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,2.39789527279837
"HOS","A75","PERO","F",1.431363764,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","N/A","PERO","F",1.439332694,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0
"HOS","S912","NEFU","F",2.413299764,"A",0,1,NA,1,1,9,1,0,0,0,2,9,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.30258509299405,0
"TUP","2841","NEFU","M",2.361727836,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","2844","NEFU","F",2.371067862,"A",NA,0,NA,0,1,1,1,0,0,0,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,0.693147180559945,0
"TUP","2845","NEFU","F",2.387923467,"A",NA,0,NA,0,NA,NA,NA,1,2,1,1,2,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,1.09861228866811
"TUP","2880","PERO","M",1.33243846,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0.693147180559945
"TUP","2882","PERO","M",1.33243846,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","2884","PERO","M",1.318063335,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","2898","PERO","M",1.342422681,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0.693147180559945
"TUP","3066","NEFU","F",2.396199347,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A142","PERO","F",1.322219295,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A823","PERO","F",1.340444115,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A824","NEFU","F",2.353531559,"A",NA,0,NA,0,NA,NA,NA,1,3,1,1,3,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,1.38629436111989
"TUP","A825","PERO","M",1.344392274,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A848","PERO","F",1.255272505,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0.693147180559945
"TUP","A849","NEFU",NA,NA,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A850","NEFU","F",2.423245874,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A874","PERO","F",1.217483944,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A875","NEFU","F",2.426511261,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0.693147180559945
"TUP","A927","PERO","F",1.220108088,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0.693147180559945
"TUP","A928","MICA","M",1.544068044,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A940","NEFU","F",2.021189299,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A947","PERO","M",1.426511261,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,0
"TUP","A948","NEFU","F",1.982271233,"J",NA,0,NA,0,1,1,1,0,0,0,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,0.693147180559945,0
"TUP","A949","PERO","F",1.424881637,"A",NA,0,NA,0,NA,NA,NA,1,2,1,1,2,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,NA,1.09861228866811
"TUP","A963","NEFU","F",NA,"A",NA,0,NA,0,1,1,1,0,0,0,1,1,-0.1452017,-1.89923339,-0.4826055,1.10569691,-0.0988133,-0.91830804,0.693147180559945,0
"LFY","2873","NEFU","F",2.403120521,"A",NA,0,NA,0,1,2,1,0,0,0,1,2,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,1.09861228866811,0
"LFY","3212","PERO","F",1.278753601,"J",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0.693147180559945
"LFY","3213","PERO","M",1.113943352,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","3221","PERO","F",1.123851641,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","3257","PERO","M",1.477121255,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","3260","PERO","F",1.371067862,"J",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","3264","PERO","M",1.322219295,"A",0,0,NA,0,NA,NA,NA,1,3,1,1,3,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,1.38629436111989
"LFY","3268","PERO","F",1.498310554,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","3269","PERO","M",1.45484486,"A",NA,0,NA,0,NA,NA,NA,1,1,1,1,1,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0.693147180559945
"LFY","3276","NEFU","F",2.411619706,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0.693147180559945
"LFY","A273","NEFU","F",2.278753601,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A275","PERO","M",1.397940009,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A52","PERO","F",1.531478917,"A",NA,0,NA,0,0,0,0,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,0,0
"LFY","A562","PERO","F",1.491361694,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A563","PERO","F",1.582063363,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A564","PERO","M",1.238046103,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A565","PERO",NA,1.311753861,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A566","PERO","M",1.471291711,"A",NA,0,NA,0,NA,NA,NA,1,3,2,2,3,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,1.38629436111989
"LFY","A567","NEFU","F",2.492760389,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A926","PERO","F",1.579783597,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"LFY","A974","PERO","M",1.447158031,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0
"CCSP","2358","NEFU","F",2.449478399,"A",0,0,NA,0,1,16,1,1,16,1,2,32,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,2.83321334405622,2.83321334405622
"CCSP","3201","NEFU","M",2.45484486,"A",0,1,NA,1,NA,NA,NA,1,9,1,2,9,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,2.30258509299405
"CCSP","3202","PERO","M",1.371067862,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811
"CCSP","3203","NEFU","M",2.383815366,"A",0,0,NA,0,0,0,0,1,9,1,1,9,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,2.30258509299405
"CCSP","3204","PERO","M",1.209515015,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0
"CCSP","3205","NEFU","F",2.294466226,"A",0,0,NA,0,NA,NA,NA,1,14,1,1,14,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,2.70805020110221
"CCSP","3206","NEFU","M",2.527629901,"A",0,0,NA,0,1,13,1,1,5,1,2,18,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,2.63905732961526,1.79175946922805
"CCSP","3207","PERO","F",1.309630167,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945
"CCSP","3208","NEFU","F",2.075546961,"J",0,0,NA,0,0,0,0,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,1.09861228866811
"CCSP","3209","NEFU","F",2.371067862,"A",0,0,NA,0,1,70,1,1,25,1,2,95,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,4.26267987704132,3.25809653802148
"CCSP","3210","NEFU","M",2.127104798,"A",0,0,NA,0,NA,NA,NA,1,23,1,1,23,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,3.17805383034795
"CCSP","3251","PERO","F",1.301029996,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0
"CCSP","3252","NEFU","M",2.547774705,"A",0,0,NA,0,NA,NA,NA,1,17,1,1,17,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,2.89037175789616
"CCSP","3253","PERO","F",1.290034611,"A",0,1,NA,1,0,0,0,0,0,0,1,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0
"CCSP","3254","PERO","F",1.267171728,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0
"CCSP","3255","PERO","M",1.243038049,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811
"CCSP","3256","NEFU","F",2.2509077,"A",0,NA,NA,NA,1,1,1,1,3,1,2,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0.693147180559945,1.38629436111989
"CCSP","3259","PERO","F",1.267171728,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945
